Name,Comedy,Action,Fantasy,Adventure,Kids,Drama,Sci-Fi,Music,Shounen,Slice of Life,Romance,School,Supernatural,Hentai,Historical,Mecha,Magic,Seinen,Ecchi,Mystery,Sports,Shoujo,Parody,Super Power,Military,Dementia,Demons,Space,Horror,Martial Arts,Harem,Game,Psychological,Police,Samurai,Vampire,Cars,Thriller,Shounen Ai,Josei,Shoujo Ai,Unknown,Yaoi,Yuri,Genres
Isekai Harem Monogatari,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Fantasy, Harem, Hentai"
The Girl and the Monster,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,"Comedy, Horror"
Teienu Theater in Kobe Opening,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Ievan Polkka,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Sita Wihayeo,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Magic, Romance, Fantasy"
Kamiarizuki no Kodomo,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Mystery, Demons"
Ling Jian Zun 4th Season,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Romance, Fantasy"
Ore dake Haireru Kakushi Dungeon,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Action, Adventure, Harem, Ecchi, Fantasy"
Hanyou no Yashahime: Sengoku Otogizoushi,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Fantasy"
Gu Xiong,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Slice of Life"
Wuxian Shaonu 48,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Fantasy"
Zuihou de Zhaohuan Shi,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Action, Adventure, Harem, Drama, Fantasy"
You Yao,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Min Diao Ju Yi Wen Lu,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,"Action, Adventure, Supernatural, Thriller"
Juan Siliang,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Fantasy"
Mo Du Zhe,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Mystery, Drama"
Dahua Zhi Shaonian You,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Action
Yi Nian Yong Heng,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,"Action, Comedy, Historical, Martial Arts, Fantasy"
Sputnik da One,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"Comedy, Music, Sci-Fi, Space"
Kamisama ni Natta Hi,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Fantasy"
Halzion,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Kizuna (2014),,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Historical, Supernatural, Drama"
Shuumatsu no Harem,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Sci-Fi, Harem, Ecchi, Shounen"
Mukashi Keibanashi 2nd Season,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,"Comedy, Parody, Sports, Fantasy"
Syupeo Sikeulis,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Supernatural, Romance"
Kin no Makiba,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fantasy, Music"
Kin no Makiba (Music),,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fantasy, Kids, Music"
Kaze wa Fuiteru ka?,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Man with a Mission Animated Short Movie,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Music"
Kowasugimasu.,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,"Comedy, Horror, Music"
Kuku★Nenbutsu,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Dementia, Music"
Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Magic, Fantasy"
Muramata-san no Himitsu,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Jingju Mao,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Kids, Fantasy"
Ojisan to Sakana,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Minegishi-san wa Ootsu-kun ni Tabesasetai,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Shounen Ai
Sema Kuruoshii Ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,Horror
Succubus Stayed Life The Animation,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hentai, School"
Chou Futsuu Toshi Kashiwa Densetsu,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Fantasy"
Chou Futsuu Toshi Kashiwa Densetsu Z,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Fantasy"
Kyoshin to Hyouka no Shiro,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Mystery, Supernatural, Drama"
Ichiman,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Utau Soccer Panda Mifanda,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Slice of Life"
Tian Yu 2nd Season: Cang Gu Zhi Ban,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Action, Adventure, Demons, Magic, Fantasy"
Yuuki Yuuna wa Yuusha de Aru Churutto!,1.0,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Drama, Magic, Fantasy"
Kenja no Deshi wo Nanoru Kenja,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Fantasy"
"Gon Movie: Gon, the Little Fox",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drama
Inochi no Tabekata,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,"Music, Horror, Supernatural"
Hakugin,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Drama"
Yi Shijie Zhongyao Pu,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Magic, Fantasy"
Taeko no Nichijou 2nd Season,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice of Life
Shingeki no Kyojin: Chronicle,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen"
Gisoku no Moses,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Supernatural"
Tetopettenson (2009),,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Jiang Ziya,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Fantasy"
Kabushikigaisha Global Market CMs,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Slice of Life"
Mouretsu 50 Ototarou,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"Comedy, Parody"
Kanashimi no Kodomo-tachi,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Bem Movie: Become Human,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,"Action, Horror, Demons, Supernatural"
Beng Huai Xinghe,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Adventure"
Pokemon Diamond & Pearl Atsumare! Pokemon Planet Center,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Kids, Fantasy"
Kanojo ga Yatsu ni Idakareta Hi,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
X-Men Openings,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Super Power"
Aya to Majo,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magic
Jingju Mao Zhi Xinnian de Maoxian,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Kids, Fantasy"
Hulaing Babies Aratame: Staying Babies,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy"
Jingju Mao Zhi Cheng Feng Polang,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Kids, Martial Arts, Fantasy"
Jingju Mao Zhi Jiaota Shidi,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Kids, Fantasy"
Xin Jue,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Adventure, Magic"
Qiang Shen Ji: Tegong Shijie Pian,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi"
Qiang Shen Ji: Xuezu Mishi Pian,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi"
Zetsubou Funsai Shoujo ∞ Amida,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Super Power, Drama, Fantasy"
Wangu Xian Qiong IV: Yin Yue Cheng Pian,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Fantasy"
Zuruggu to Mimikkyu,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Arknights,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,"Action, Game, Fantasy"
BIGOTRE Capture Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,Game
Mottainai Baasan,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice of Life
Dase! Ikevo Gakuen,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Romance"
Huyao Xiao Hongniang: Jin Chenxi,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Historical, Supernatural, Drama, Romance"
Mi Bao Zhi Guo,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Sci-Fi, Mystery, Fantasy"
Lalalacoco II,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Kids, Slice of Life"
Shingata Jii (5-daime) LT-AM-3501,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
San Jian Hao Zhi Ban Mian Ren,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,"Action, Adventure, Romance, Martial Arts, Fantasy"
Wu Shang Shen Di,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Supernatural, Magic"
RGB Adventure Recaps,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sci-Fi, Adventure, Fantasy"
Edens Zero,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
Katarina to Manabou,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
We are Bulletproof: The Eternal,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,"Psychological, Drama, Thriller, Fantasy"
Shaman King (2021),1.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
Nu Wushen de Canzhuo II,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy"
Oshiri Mae Man,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Comedy, Super Power"
Xixing Ji Zhi Zaijian Wukong,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,"Action, Adventure, Historical, Martial Arts, Fantasy"
Original Eigakan Manner Eizou,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"Comedy, Parody"
Kongjwi & Patjwi,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Romance, Fantasy"
Ujudaejang Aekkunun,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Adventure, Space"
Condom Battler Gorou,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"Action, Parody"
Oujo & Onna Kishi W Do Gehin Roshutsu,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hentai, Fantasy"
Shikiyoku Infinite,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Junkers Come Here Pilot Film,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slice of Life
Suirin: Karma (Ni),,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Music, Dementia"
Ringo to Shoujo,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Ani ni Tsukeru Kusuri wa Nai! 4,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, School"
S=13,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Oumagatoki,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Music, Dementia"
Eizou (Kage),,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Dementia, Music"
Tokyo Revengers,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Drama, School, Shounen"
Bungou Stray Dogs Wan!,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Supernatural"
Tonbo,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Dementia, Music"
Gavora,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Dementia, Music"
Spin,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Dementia, Music"
Ninja Collection,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supernatural
Enoshimans Spin-off: Kurage no Soudan,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Konglong Baobei Zhi Longshen Yongshi 2,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Adventure, Comedy, Kids"
Konglong Baobei Zhi Longshen Yongshi 3,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Adventure, Comedy, Kids"
Wu Dong Qian Kun 2nd Season,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy"
Dubu Xiaoyao,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,"Action, Martial Arts"
Shouxi Yu Ling Shi,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Fantasy"
Line,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Karasu,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Kidou,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Miminari,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Rain: Memory of Cloud. 1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Yellow Fish,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
The Third Eye,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Wind,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Lotus,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Zap Cat,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Drama, Romance, Fantasy, School"
Yuan Long,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Fantasy"
Shi Zhi Ge: Hua Yu Yan De Kuangxiang Shi,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Fantasy"
Heukkkokdujanggun,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Fantasy"
Ling Long: Incarnation Part 2,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,"Action, Sci-Fi, Horror, Demons, Drama, Thriller"
Xian Feng Jian Yu Lu,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Supernatural, Fantasy"
Qiang Shen Ji: Shenhai Xianluo Pian,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi"
Fushigi Dagashiya: Zenitendou,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Mystery, Kids"
Fushigi Dagashiya: Zenitendou Movie - Tsuri Taiyaki,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Kids, Mystery"
Da Wang Bu Gaoxing 2,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Comedy, Demons, Magic, Fantasy, School"
Subarashiki Kono Sekai The Animation,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure"
Cyberpunk: Edgerunners,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sci-Fi
Who Am I?,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Cosmos Trailer,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Music, Slice of Life"
Mei Chuxi de Yinyangshi Yijia 2,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Historical, Demons, Supernatural"
Liu Yi Chuanqi,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Comedy, Fantasy"
Battle Athletess Daiundoukai ReSTART!,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Adventure, Comedy, Sports, School"
Nanjung Ilgi,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Historical, Military"
Uwaki to Honki The Animation,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Represent Chikyuu Korabo Anime,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Sansan de Ezuoju Chufang,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy"
Renlei Bowuguan,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy"
Mengyou Dunhuang,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Historical, Fantasy"
Qing Chi Hong Xiaodou Ba! 4th Season,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy"
Meikyuu Black Company,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Fantasy"
Uchuu no Kishi Tekkaman Blade II: Virgin Memory,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,"Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha"
"Ame wo Matsu,",,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
Get Up! Get Live! #GeraGera Episode 0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy"
Hakata Bus Terminal Gorou,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Hakata Bus Terminal Blues,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Music"
Senpai ga Uzai Kouhai no Hanashi,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Romance"
Fusuma no Oku,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Dementia
Dai 13-kai Indies Anime Festa OP,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Music"
Real Koke-kun,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comedy
Zhen Hun Jie: Bei Luo Shi Men Pian Part 2,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Supernatural"
"Ijiranaide, Nagatoro-san",1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Romance"
Re:Zero kara Hajimeru Break Time 2nd Season,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Parody, Fantasy"
Yasai no Yousei: N.Y. Salad The Movie,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kids, Fantasy"
Yasai no Yousei: N.Y. Salad Special,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,"Cars, Fantasy, Kids"
Xiao Hua Xian 4th Season: Shou Hu Tian Shi 2,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kids, Magic"
Xiao Hua Xian 5th Season: Si Shi Huayu - Chun Xia,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kids, Magic"
We Two,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music
